717;5
521;1
718;3
522;5
524;2
533;5
534;5
537;4
536;3
868;4
869;5
870;5
871;4
542;5
745;3
740;5
739;5
566;4
607;4
575;5
560;3
558;3
559;4
755;4
561;4
756;3
600;4
601;4
765;2
750;5
744;2
572;4
574;3
767;5
578;4
621;3
771;3
620;4
619;5
872;3
760;4
873;4
874;4
875;5
876;4
877;4
758;3
878;5
757;4
879;3
880;4
759;4
761;4
610;4
881;3
882;4
883;5
770;5
618;5
616;3
617;4
772;2
884;3
885;5
886;4
887;3
888;4
773;2
380;4
889;3
890;4
891;3
892;4
895;2
896;1
897;2
898;3
899;4
900;4
901;3
902;4
903;5
904;5
905;3
906;2
907;5
908;5
909;2
910;4
911;2
912;3
913;4
917;1
918;4
919;5
921;5
922;4
923;4
925;3
926;5
927;3
928;3
929;3
930;2
931;5
932;3
933;4
934;5
935;5
936;5
937;4
939;5
940;5
941;5
942;4
943;4
944;2
945;5
946;4
947;3
948;3
949;3
950;3
951;3
952;3
954;5
955;4
956;2
957;4
958;5
959;5
960;4
961;2
962;4
963;3
964;5
966;4
967;4
968;2
969;3
970;4
971;4
972;5
973;4
974;2
975;5
976;4
977;3
978;1
979;1
980;5
981;5
982;3
983;3
984;4
992;1
993;3
994;5
996;4
997;4
998;4
999;2
1000;4
1001;1
1002;4
1003;4
1004;4
1005;2
1006;3
1007;4
1008;2
1009;3
1010;4
1011;3
1012;4
1013;4
1014;3
1015;3
1016;3
1017;4
1018;5
1019;4
1020;3
1021;5
1022;3
1023;5
1024;3
1025;4
1026;1
1027;5
1028;5
1029;2
1030;4
1032;3
1033;4
1034;4
1035;1
1036;2
1037;3
1038;4
1039;4
1040;1
1041;3
1042;3
1043;4
1044;1
1045;4
1047;5
1048;5
1049;2
1050;5
1051;5
1052;4
1053;2
1054;3
1055;3
1056;4
1057;4
1058;3
1059;3
1060;4
1061;3
1062;5
1063;4
1064;4
1065;3
1066;5
1067;5
1068;1
1069;4
1070;5
1071;5
1072;4
1073;4
1074;5
1075;4
1076;4
1077;4
1078;4
1079;5
1080;5
1081;4
1082;5
1083;5
1084;4
1085;2
1086;3
1088;4
1089;5
1090;5
1091;3
1092;1
1093;4
1094;5
1095;4
1096;4
1097;4
1098;1
1099;2
1100;4
1101;4
1102;5
1103;4
1104;5
1105;5
1106;5
1107;5
1108;5
1109;4
1110;4
1111;3
1112;5
1113;2
1114;2
1116;3
1118;4
1119;3
1120;3
1121;4
1122;4
1123;5
1124;4
1125;4
1126;5
1127;4
1129;4
1130;2
1131;4
1132;3
1133;4
1134;4
1135;1
1136;5
1137;2
1138;4
1139;2
1142;4
1143;5
1144;4
1145;4
1146;4
1147;3
1148;4
1149;4
1150;3
1151;4
1152;4
1153;4
1154;4
1155;4
1156;1
1157;4
1158;3
1159;4
1160;4
1161;5
1162;5
1163;5
1164;4
1165;4
1166;4
1167;3
1168;4
1169;4
1170;1
1171;5
1173;4
1174;4
1175;4
1176;3
1177;3
1178;1
1179;1
1180;4
1181;3
1182;3
1183;5
1184;3
1185;4
1186;3
1187;4
1188;4
1189;3
1191;4
1192;3
1193;4
1194;4
1195;2
1196;2
1197;4
1198;5
1199;2
1200;3
1202;4
1203;3
1204;4
1205;2
1206;5
1207;5
1208;3
1209;4
1210;4
1211;3
1212;4
1213;4
1214;4
1215;5
1216;4
1217;3
1218;4
1220;1
1221;4
1222;3
1223;3
1224;1
1225;3
1227;2
1228;3
1229;4
1230;2
1232;2
1233;5
1234;4
1235;2
1237;2
1238;4
1239;3
1240;3
1241;5
1242;3
1243;5
1244;5
1245;5
1246;5
1247;2
1248;2
1249;4
1250;1
1251;4
1252;4
1253;4
1254;3
1255;5
1256;5
1257;4
1258;4
1259;5
1260;4
1261;5
1262;5
1263;5
1264;1
1265;2
1266;4
1267;1
1268;5
1269;1
1270;4
1271;3
1273;4
1274;3
1275;4
1276;4
1277;4
1278;1
1279;5
1280;3
1281;5
1282;4
1283;3
1284;4
1285;3
1287;3
1288;4
1289;5
1290;5
1291;5
1292;3
1293;5
1294;3
1295;5
1296;5
1297;3
1299;1
1300;4
1301;5
1302;5
1303;2
1304;4
1305;4
1306;4
1307;4
1308;5
1309;4
1310;4
1311;4
1312;2
1313;4
1314;3
1315;2
1316;2
1317;5
1319;4
1320;3
1321;3
1322;5
1323;2
1324;5
1325;3
1326;2
1327;5
1328;3
1329;3
1330;5
1331;4
1332;3
1333;3
1334;3
1335;4
1336;2
1337;4
1338;5
1339;4
1340;3
1341;4
1342;3
1343;5
1344;5
1345;4
1346;3
1347;4
1348;3
1349;3
1350;4
1351;2
1353;5
1354;4
1355;4
1356;4
1357;5
1358;4
1360;4
1361;4
1362;4
1363;5
1364;4
1365;5
1366;5
1367;5
1368;5
1369;4
1370;5
1371;5
1372;1
1373;5
1374;4
1375;1
1376;5
1377;4
